CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,MonthlyCharges,TotalCharges,Churn,TenureGroup
C05823,Female,0,No,Yes,4,Two year,50.23,210.53,0,0-12 months
C05824,Male,0,Yes,Yes,23,Month-to-month,81.73,1881.46,1,13-24 months
C05825,Male,0,Yes,Yes,68,Month-to-month,87.12,5929.33,0,49-72 months
C05826,Male,0,Yes,Yes,64,Month-to-month,47.01,3016.33,0,49-72 months
C05827,Male,0,Yes,No,67,One year,46.21,3086.07,0,49-72 months
C05828,Female,0,No,No,60,Two year,114.45,6859.43,0,49-72 months
C05829,Female,0,No,No,45,Month-to-month,41.68,1870.63,1,25-48 months
C05830,Female,0,No,No,16,Month-to-month,64.59,1040.56,1,13-24 months
C05831,Female,1,Yes,No,1,Two year,42.81,34.06,1,0-12 months
C05832,Male,0,Yes,No,50,Month-to-month,105.04,5260.55,0,49-72 months
C05833,Male,0,Yes,No,12,Month-to-month,22.94,274.62,0,0-12 months
C05834,Male,0,No,Yes,18,Month-to-month,36.89,668.18,0,13-24 months
C05835,Male,0,Yes,No,41,Month-to-month,64.16,2640.43,0,25-48 months
C05836,Female,0,Yes,No,37,Two year,45.16,1671.75,0,25-48 months
C05837,Female,0,No,Yes,50,Month-to-month,28.15,1407.83,0,49-72 months
C05838,Male,0,Yes,Yes,23,Two year,80.63,1856.74,0,13-24 months
C05839,Female,0,No,No,56,Month-to-month,69.02,3867.57,1,49-72 months
C05840,Male,0,No,Yes,67,Month-to-month,72.94,4889.71,1,49-72 months
C05841,Male,0,Yes,Yes,68,Two year,38.14,2600.2,0,49-72 months
C05842,Male,0,Yes,Yes,3,Month-to-month,20.81,61.96,0,0-12 months
C05843,Male,0,Yes,Yes,60,One year,44.38,2663.7,0,49-72 months
C05844,Female,0,No,Yes,61,Month-to-month,38.81,2365.72,1,49-72 months
C05845,Male,0,Yes,Yes,54,Month-to-month,116.33,6277.33,0,49-72 months
C05846,Male,0,Yes,No,14,Two year,43.88,607.96,0,13-24 months
C05847,Male,0,No,No,66,Month-to-month,76.44,5053.9,1,49-72 months
C05848,Male,0,No,No,65,Month-to-month,106.66,6940.44,0,49-72 months
C05849,Male,0,Yes,Yes,41,Two year,53.14,2182.31,0,25-48 months
C05850,Female,0,Yes,No,41,Two year,93.3,3820.36,0,25-48 months
C05851,Female,0,Yes,Yes,23,Month-to-month,40.39,919.49,1,13-24 months
C05852,Female,0,Yes,Yes,47,One year,48.03,2252.51,0,25-48 months
C05853,Female,0,Yes,No,31,One year,119.94,3708.94,0,25-48 months
C05854,Male,0,Yes,Yes,26,Two year,106.23,2765.84,0,25-48 months
C05855,Male,0,Yes,Yes,20,One year,42.52,859.59,0,13-24 months
C05856,Male,0,No,No,13,Month-to-month,94.25,1226.94,0,13-24 months
C05857,Male,0,Yes,Yes,30,One year,24.88,741.24,0,25-48 months
C05858,Female,0,No,No,35,Month-to-month,50.23,1749.19,0,25-48 months
C05859,Female,0,Yes,No,47,Month-to-month,42.45,1988.69,0,25-48 months
C05860,Male,1,Yes,Yes,61,Month-to-month,29.32,1784.49,1,49-72 months
C05861,Male,0,Yes,Yes,36,Month-to-month,66.85,2403.11,0,25-48 months
C05862,Female,0,No,No,14,Month-to-month,100.61,1405.7,0,13-24 months
C05863,Female,0,No,No,51,Month-to-month,103.32,5273.6,0,49-72 months
C05864,Male,0,Yes,No,26,Two year,82.35,2141.36,0,25-48 months
C05865,Female,1,Yes,No,35,Month-to-month,90.46,3164.15,0,25-48 months
C05866,Male,0,No,No,54,Month-to-month,90.21,4862.73,0,49-72 months
C05867,Male,0,Yes,Yes,66,Two year,25.75,1706.99,0,49-72 months
C05868,Female,0,Yes,No,65,Month-to-month,54.89,3564.48,0,49-72 months
C05869,Female,0,No,No,58,Two year,25.43,1484.82,0,49-72 months
C05870,Male,0,Yes,Yes,31,Month-to-month,87.31,2702.48,1,25-48 months
C05871,Female,0,No,Yes,4,Month-to-month,49.02,189.41,0,0-12 months
C05872,Female,0,No,No,25,Month-to-month,57.69,1448.77,1,25-48 months
C05873,Male,0,Yes,Yes,15,One year,45.49,687.27,0,13-24 months
C05874,Male,1,No,No,66,Two year,37.76,2488.82,0,49-72 months
C05875,Female,0,No,Yes,61,Month-to-month,35.11,2141.35,0,49-72 months
C05876,Female,0,No,Yes,7,One year,60.16,430.13,0,0-12 months
C05877,Female,0,No,No,7,Month-to-month,81.45,573.52,1,0-12 months
C05878,Male,0,Yes,No,52,Month-to-month,26.99,1410.66,0,49-72 months
C05879,Female,0,Yes,Yes,18,Month-to-month,47.85,863.48,1,13-24 months
C05880,Female,0,No,No,56,One year,37.94,2132.74,0,49-72 months
C05881,Male,0,Yes,No,52,Month-to-month,40.05,2079.31,0,49-72 months
C05882,Female,0,No,No,1,One year,110.4,109.98,0,0-12 months
C05883,Male,0,Yes,No,5,Two year,48.38,238.85,0,0-12 months
C05884,Male,0,No,No,55,One year,37.5,2063.12,0,49-72 months
C05885,Female,0,Yes,No,20,One year,80.05,1601.88,0,13-24 months
C05886,Female,0,No,Yes,25,Month-to-month,45.66,1151.07,1,25-48 months
C05887,Female,1,No,No,70,Two year,73.85,5176.14,0,49-72 months
C05888,Female,0,No,Yes,55,Month-to-month,56.6,3111.43,0,49-72 months
C05889,Female,0,No,No,56,Month-to-month,64.2,3592.62,0,49-72 months
C05890,Female,0,Yes,Yes,44,Month-to-month,41.33,1820.85,1,25-48 months
C05891,Female,1,No,No,69,Month-to-month,32.81,2268.06,1,49-72 months
C05892,Female,0,No,Yes,22,Month-to-month,111.3,2449.54,0,13-24 months
C05893,Female,0,No,No,59,One year,36.11,2135.63,0,49-72 months
C05894,Female,1,No,Yes,16,Month-to-month,111.08,1777.02,0,13-24 months
C05895,Female,0,No,No,71,Month-to-month,46.57,3299.69,1,49-72 months
C05896,Male,0,Yes,Yes,55,Month-to-month,77.82,4280.76,0,49-72 months
C05897,Male,1,No,No,24,Month-to-month,44.96,1069.48,1,13-24 months
C05898,Male,0,No,No,19,Month-to-month,70.73,1335.15,0,13-24 months
C05899,Male,0,Yes,No,35,Two year,45.56,1590.76,0,25-48 months
C05900,Female,0,No,Yes,2,Month-to-month,24.58,55.17,1,0-12 months
C05901,Male,0,No,No,20,Two year,56.7,1127.22,0,13-24 months
C05902,Male,0,Yes,No,34,Month-to-month,102.73,3491.91,0,25-48 months
C05903,Male,1,Yes,Yes,7,One year,26.51,190.64,1,0-12 months
C05904,Female,0,Yes,No,66,Two year,101.22,6676.77,0,49-72 months
C05905,Female,0,Yes,No,20,Month-to-month,55.6,1108.39,1,13-24 months
C05906,Female,0,Yes,Yes,1,Month-to-month,47.88,57.38,1,0-12 months
C05907,Male,0,No,Yes,5,One year,108.72,552.89,0,0-12 months
C05908,Male,0,Yes,No,32,Month-to-month,29.58,951.2,1,25-48 months
C05909,Female,0,No,No,67,Month-to-month,29.1,1957.74,0,49-72 months
C05910,Male,0,No,Yes,34,Month-to-month,111.03,3772.75,0,25-48 months
C05911,Female,0,No,No,1,One year,104.01,97.54,0,0-12 months
C05912,Female,0,Yes,Yes,61,Month-to-month,67.38,4113.79,1,49-72 months
C05913,Female,0,Yes,No,5,One year,26.27,137.1,0,0-12 months
C05914,Male,0,Yes,No,58,Month-to-month,38.88,2263.01,0,49-72 months
C05915,Male,1,Yes,Yes,52,One year,62.62,3257.52,1,49-72 months
C05916,Male,0,No,No,38,Month-to-month,116.86,4442.68,1,25-48 months
C05917,Female,1,Yes,No,10,Month-to-month,44.33,446.42,1,0-12 months
C05918,Female,0,No,No,34,Month-to-month,25.12,859.24,0,25-48 months
C05919,Female,0,No,No,33,Month-to-month,98.11,3247.34,1,25-48 months
C05920,Female,0,Yes,Yes,35,Month-to-month,116.08,4066.68,0,25-48 months
C05921,Female,0,Yes,No,69,Two year,61.96,4284.66,1,49-72 months
C05922,Female,0,Yes,No,6,Month-to-month,92.18,561.05,0,0-12 months
C05923,Male,0,No,Yes,66,Month-to-month,100.49,6627.56,0,49-72 months
C05924,Male,0,No,Yes,39,Month-to-month,47.01,1840.48,1,25-48 months
C05925,Male,0,Yes,No,62,Month-to-month,106.22,6581.46,0,49-72 months
C05926,Male,1,Yes,No,19,Month-to-month,100.33,1911.4,0,13-24 months
C05927,Female,0,No,Yes,26,Month-to-month,34.25,882.48,0,25-48 months
C05928,Male,0,No,Yes,11,One year,96.37,1069.83,0,0-12 months
C05929,Female,0,No,No,72,One year,36.64,2635.13,0,49-72 months
C05930,Female,0,Yes,No,64,Month-to-month,44.26,2832,0,49-72 months
C05931,Female,0,No,Yes,10,One year,32.5,319.56,0,0-12 months
C05932,Female,0,No,No,20,One year,112.54,2243.71,0,13-24 months
C05933,Female,0,Yes,No,56,One year,25.95,1448.38,0,49-72 months
C05934,Female,0,Yes,No,64,Month-to-month,110.04,7050.37,0,49-72 months
C05935,Female,0,Yes,Yes,26,Month-to-month,22.05,572.5,0,25-48 months
C05936,Male,1,Yes,Yes,21,Month-to-month,71.91,1518.11,1,13-24 months
C05937,Female,0,Yes,No,52,Two year,81.71,4252.88,0,49-72 months
C05938,Female,0,No,Yes,59,Month-to-month,95.25,5610.38,0,49-72 months
C05939,Female,0,No,Yes,58,One year,59.89,3478.86,0,49-72 months
C05940,Female,1,No,No,30,Two year,84.45,2530,0,25-48 months
C05941,Female,1,No,No,20,Month-to-month,49.44,984.53,1,13-24 months
C05942,Male,0,Yes,No,44,One year,83.63,3685.78,0,25-48 months
C05943,Female,0,Yes,No,70,Month-to-month,81.18,5689.53,1,49-72 months
C05944,Female,0,No,No,49,One year,64.44,3154.24,0,49-72 months
C05945,Male,1,No,No,11,Month-to-month,109.91,1216.23,0,0-12 months
C05946,Female,0,No,No,54,Month-to-month,33.32,1790.73,0,49-72 months
C05947,Male,0,Yes,Yes,49,Month-to-month,111.11,5440.81,1,49-72 months
C05948,Female,0,No,Yes,54,Month-to-month,81.8,4419.51,1,49-72 months
C05949,Male,0,Yes,Yes,43,One year,115.42,4958.31,0,25-48 months
C05950,Female,0,Yes,Yes,25,Two year,45.66,1134.89,0,25-48 months
C05951,Female,0,Yes,Yes,15,Two year,87.39,1319.98,0,13-24 months
C05952,Female,1,Yes,No,23,Month-to-month,53.36,1229.91,0,13-24 months
C05953,Female,0,No,Yes,65,Month-to-month,48.99,3180.23,1,49-72 months
C05954,Male,0,No,No,29,One year,108.25,3136.29,1,25-48 months
C05955,Female,0,Yes,No,35,Two year,95.48,3332.48,0,25-48 months
C05956,Female,0,No,Yes,63,Month-to-month,24.69,1547.14,0,49-72 months
C05957,Female,0,Yes,No,57,Month-to-month,28.49,1632.48,0,49-72 months
C05958,Female,1,Yes,No,51,Two year,28.1,1428.51,0,49-72 months
C05959,Female,0,No,No,55,One year,98.76,5424.19,0,49-72 months
C05960,Female,0,No,Yes,10,One year,72.33,722.89,1,0-12 months
C05961,Female,1,Yes,No,51,Two year,70.52,3603.16,0,49-72 months
C05962,Female,0,Yes,No,8,Month-to-month,87.47,694.61,0,0-12 months
C05963,Male,0,Yes,No,12,Month-to-month,56.78,671.75,1,0-12 months
C05964,Male,0,No,Yes,67,Two year,115.75,7748.23,0,49-72 months
C05965,Female,0,No,No,3,One year,51.28,160.33,0,0-12 months
C05966,Male,0,Yes,No,19,Month-to-month,75.62,1443.36,0,13-24 months
C05967,Female,0,Yes,Yes,54,Two year,51.81,2807.15,0,49-72 months
C05968,Male,0,Yes,No,12,Month-to-month,40.08,479.78,0,0-12 months
C05969,Male,1,Yes,No,36,Month-to-month,99.03,3559.61,1,25-48 months
C05970,Male,0,No,Yes,34,Two year,34.13,1168.36,1,25-48 months
C05971,Male,0,No,No,67,Month-to-month,57.13,3828.19,0,49-72 months
C05972,Female,0,No,Yes,54,Month-to-month,112.43,6079.76,1,49-72 months
C05973,Female,0,No,No,37,Month-to-month,100.58,3715.87,0,25-48 months
C05974,Female,0,No,Yes,54,Two year,32.27,1741.46,0,49-72 months
C05975,Female,1,Yes,Yes,21,Month-to-month,58.28,1216.52,1,13-24 months
C05976,Male,0,No,No,71,One year,64.39,4579.17,0,49-72 months
C05977,Male,0,No,No,51,Two year,90.44,4609.95,0,49-72 months
C05978,Female,0,Yes,No,47,Two year,112.07,5272.09,0,25-48 months
C05979,Female,0,No,Yes,61,Month-to-month,102.2,6236.57,1,49-72 months
C05980,Female,0,Yes,Yes,70,Month-to-month,65.92,4609.62,1,49-72 months
C05981,Female,0,Yes,No,10,One year,102.95,1034.24,0,0-12 months
C05982,Female,1,No,Yes,35,Two year,58.73,2060.24,0,25-48 months
C05983,Female,0,No,No,14,Month-to-month,64.9,899.08,1,13-24 months
C05984,Female,0,No,Yes,47,Month-to-month,119.76,5629.23,1,25-48 months
C05985,Female,0,Yes,Yes,60,Month-to-month,40.01,2404.13,1,49-72 months
C05986,Female,0,No,Yes,5,One year,75.04,377.11,1,0-12 months
C05987,Male,0,Yes,Yes,2,One year,74.28,138.83,1,0-12 months
C05988,Female,1,Yes,No,67,Month-to-month,34.22,2301.64,0,49-72 months
C05989,Female,0,No,Yes,12,Month-to-month,86.33,1031.07,0,0-12 months
C05990,Male,0,Yes,No,37,One year,71.62,2652.19,0,25-48 months
C05991,Female,0,No,Yes,28,Month-to-month,100.51,2810.23,0,25-48 months
C05992,Female,0,No,No,38,One year,92.96,3533.78,0,25-48 months
C05993,Male,0,Yes,Yes,16,One year,99.35,1589.17,0,13-24 months
C05994,Male,0,No,No,15,One year,98.85,1491.88,0,13-24 months
C05995,Male,0,No,Yes,25,Two year,42.82,1078.44,0,25-48 months
C05996,Male,0,No,Yes,41,Two year,119.07,4889.31,0,25-48 months
C05997,Female,0,No,No,64,Month-to-month,84.2,5387.98,0,49-72 months
C05998,Female,0,Yes,No,29,Two year,64.14,1860.82,0,25-48 months
C05999,Female,0,No,Yes,65,One year,77.95,5061.77,1,49-72 months
C06000,Female,0,Yes,No,66,Month-to-month,24.38,1604.92,0,49-72 months
C06001,Female,0,Yes,No,6,Month-to-month,81.83,483.76,1,0-12 months
C06002,Female,1,Yes,Yes,2,Two year,53.71,103.69,0,0-12 months
C06003,Female,0,No,No,47,Month-to-month,34.52,1624.76,0,25-48 months
C06004,Female,0,No,No,5,One year,71.27,353.35,0,0-12 months
C06005,Male,0,Yes,No,44,One year,110.61,4857.26,0,25-48 months
C06006,Male,0,No,No,14,Month-to-month,87.13,1223.35,0,13-24 months
C06007,Male,0,Yes,Yes,14,Month-to-month,56.75,801.01,1,13-24 months
C06008,Male,1,Yes,Yes,59,Month-to-month,83.31,4910.87,1,49-72 months
C06009,Male,0,Yes,No,43,Month-to-month,86.95,3745.23,1,25-48 months
C06010,Female,0,No,No,59,Two year,39.72,2351.86,0,49-72 months
C06011,Male,1,No,No,64,Month-to-month,80.75,5176.54,0,49-72 months
C06012,Male,0,No,No,72,One year,30.5,2202.57,0,49-72 months
C06013,Female,0,No,Yes,60,Month-to-month,84.49,5066.43,1,49-72 months
C06014,Female,0,No,No,40,One year,113.99,4559.41,0,25-48 months
C06015,Male,0,Yes,Yes,49,Two year,66.77,3273.52,0,49-72 months
C06016,Female,0,Yes,Yes,61,Month-to-month,109.54,6682.42,0,49-72 months
C06017,Male,0,Yes,Yes,53,Two year,76.45,4054.44,0,49-72 months
C06018,Female,0,No,No,20,One year,97.63,1961.2,0,13-24 months
C06019,Male,0,No,Yes,70,One year,39.55,2760.39,1,49-72 months
C06020,Female,0,No,No,59,Two year,113.13,6675.69,0,49-72 months
C06021,Male,0,Yes,No,14,One year,42.59,599.57,0,13-24 months
C06022,Female,0,Yes,No,70,Two year,86.62,6060.99,0,49-72 months
C06023,Female,0,No,No,60,Month-to-month,84.83,5082.29,0,49-72 months
C06024,Female,0,Yes,No,45,Month-to-month,89.05,4004.11,0,25-48 months
C06025,Male,1,No,Yes,8,Month-to-month,90.93,731.89,0,0-12 months
C06026,Female,0,Yes,Yes,44,Two year,60.58,2667.97,0,25-48 months
C06027,Male,1,Yes,No,6,Two year,82.73,499.19,0,0-12 months
C06028,Female,0,Yes,Yes,33,One year,64.27,2116.77,0,25-48 months
C06029,Female,0,No,Yes,62,Month-to-month,30.31,1881.29,1,49-72 months
C06030,Male,0,Yes,No,24,One year,35.87,867.18,0,13-24 months
C06031,Female,0,Yes,Yes,60,One year,45.53,2733.78,0,49-72 months
C06032,Male,0,No,No,36,Month-to-month,93.57,3365.51,0,25-48 months
C06033,Male,0,Yes,Yes,47,Month-to-month,44.98,2120.9,0,25-48 months
C06034,Female,0,No,Yes,61,Month-to-month,108.53,6623.76,0,49-72 months
C06035,Male,0,Yes,No,7,Month-to-month,112.17,778.23,0,0-12 months
C06036,Male,0,No,No,47,Two year,78.19,3673.82,0,25-48 months
C06037,Female,0,No,No,5,Month-to-month,113.1,565.93,1,0-12 months
C06038,Male,0,Yes,No,38,Month-to-month,29.7,1125.56,1,25-48 months
C06039,Female,0,No,No,25,Month-to-month,33.73,833.88,0,25-48 months
C06040,Female,1,No,Yes,9,Month-to-month,80.53,720.36,0,0-12 months
C06041,Male,0,Yes,Yes,67,Month-to-month,27.54,1837.38,0,49-72 months
C06042,Female,0,Yes,No,67,Month-to-month,99.62,6674.85,1,49-72 months
C06043,Male,0,No,Yes,62,One year,40.36,2497.76,0,49-72 months
C06044,Female,0,Yes,Yes,24,Month-to-month,107.98,2586.51,0,13-24 months
C06045,Female,0,Yes,No,34,One year,41.17,1407.44,1,25-48 months
C06046,Female,0,Yes,Yes,16,Two year,67.73,1090.78,1,13-24 months
C06047,Female,0,No,Yes,57,Month-to-month,22.9,1314.45,0,49-72 months
C06048,Female,0,No,Yes,56,Month-to-month,98.34,5507.87,0,49-72 months
C06049,Female,1,No,Yes,9,Month-to-month,38.43,344.53,1,0-12 months
C06050,Female,0,No,No,39,One year,103.1,4012.19,1,25-48 months
C06051,Female,0,Yes,Yes,20,Month-to-month,56.6,1137.92,1,13-24 months
C06052,Female,1,Yes,No,1,Month-to-month,26.62,32.88,1,0-12 months
C06053,Male,0,Yes,Yes,28,Month-to-month,97.43,2727.48,0,25-48 months
C06054,Female,0,No,No,48,Two year,38.71,1850.62,0,25-48 months
C06055,Male,0,No,Yes,64,Month-to-month,39.95,2564.38,0,49-72 months
C06056,Male,0,No,Yes,62,Month-to-month,82.52,5122.26,0,49-72 months
C06057,Male,1,Yes,No,61,Month-to-month,26.94,1634.24,1,49-72 months
C06058,Male,0,No,Yes,21,Month-to-month,105.27,2202.21,0,13-24 months
C06059,Male,0,Yes,No,51,Month-to-month,68.63,3505.15,1,49-72 months
C06060,Male,0,No,Yes,21,Month-to-month,116.08,2432.32,1,13-24 months
C06061,Male,0,No,Yes,55,Month-to-month,98.58,5421.07,1,49-72 months
C06062,Female,0,Yes,No,37,One year,102.67,3802.56,0,25-48 months
C06063,Male,0,Yes,No,32,Two year,110.48,3527.74,0,25-48 months
C06064,Female,0,Yes,No,51,Month-to-month,67.85,3462.91,0,49-72 months
C06065,Female,0,Yes,No,54,Month-to-month,108.65,5874.61,1,49-72 months
C06066,Female,0,Yes,Yes,40,Month-to-month,64.87,2594.56,0,25-48 months
C06067,Female,0,No,Yes,68,Month-to-month,70.59,4790.46,1,49-72 months
C06068,Male,0,No,No,29,Month-to-month,71.77,2088.02,1,25-48 months
C06069,Female,0,Yes,Yes,7,One year,114.71,794.45,0,0-12 months
C06070,Male,0,Yes,No,31,Month-to-month,99.06,3075.69,1,25-48 months
C06071,Male,0,Yes,Yes,33,One year,59.18,1961.7,0,25-48 months
C06072,Female,0,No,No,31,One year,63.93,1983.67,0,25-48 months
C06073,Female,0,Yes,Yes,64,One year,58.06,3715.46,0,49-72 months
C06074,Male,0,No,Yes,68,Two year,77.07,5239.79,0,49-72 months
C06075,Female,0,Yes,Yes,17,Two year,108.36,1844.12,0,13-24 months
C06076,Female,1,No,No,45,One year,105.99,4764.24,0,25-48 months
C06077,Male,1,Yes,No,22,Two year,80.57,1780.63,0,13-24 months
C06078,Female,0,Yes,Yes,55,Month-to-month,78.7,4334.23,0,49-72 months
C06079,Female,0,Yes,Yes,17,Month-to-month,90,1528.45,1,13-24 months
C06080,Male,0,Yes,Yes,50,Month-to-month,63.39,3173.85,1,49-72 months
C06081,Male,0,Yes,Yes,20,Two year,48.96,988.43,0,13-24 months
C06082,Female,1,No,No,19,Two year,65.32,1235.6,0,13-24 months
C06083,Male,1,No,No,71,Month-to-month,36.5,2593.1,0,49-72 months
C06084,Female,0,Yes,Yes,8,Month-to-month,63.04,499.23,0,0-12 months
C06085,Male,0,Yes,Yes,71,Month-to-month,79.48,5650.49,0,49-72 months
C06086,Female,1,Yes,Yes,17,Two year,36.59,615.33,0,13-24 months
C06087,Female,1,No,No,50,Two year,34.59,1723.61,0,49-72 months
C06088,Female,0,No,Yes,1,Two year,52.93,56.58,0,0-12 months
C06089,Male,1,No,No,39,One year,77.49,3014.5,0,25-48 months
C06090,Female,0,Yes,No,1,Month-to-month,69.15,67.58,0,0-12 months
C06091,Male,0,No,No,36,Month-to-month,110.48,3977.9,1,25-48 months
C06092,Male,0,No,Yes,15,Month-to-month,77.27,1163.38,1,13-24 months
C06093,Female,1,No,Yes,61,Month-to-month,34.13,2077.19,0,49-72 months
C06094,Female,0,Yes,No,55,One year,62.59,3434.87,0,49-72 months
C06095,Male,0,No,Yes,46,Month-to-month,105.94,4877.27,1,25-48 months
C06096,Male,0,Yes,No,53,Month-to-month,117,6192.94,0,49-72 months
C06097,Female,0,Yes,No,39,Two year,94.92,3708.89,0,25-48 months
C06098,Female,0,No,Yes,35,Two year,30.19,1055.74,0,25-48 months
C06099,Male,0,Yes,No,2,Month-to-month,96.17,189.25,0,0-12 months
C06100,Male,0,No,Yes,51,Month-to-month,71.02,3631.05,0,49-72 months
C06101,Female,0,Yes,No,37,One year,78.69,2908.48,0,25-48 months
C06102,Male,1,Yes,No,69,Month-to-month,102.11,7040.75,0,49-72 months
C06103,Female,0,No,No,4,Month-to-month,86.82,352.25,0,0-12 months
C06104,Male,0,No,Yes,66,One year,61.92,4095.15,1,49-72 months
C06105,Male,1,Yes,No,9,Two year,23.61,211.07,0,0-12 months
C06106,Female,0,Yes,Yes,28,Month-to-month,57.37,1613.72,0,25-48 months
C06107,Male,0,No,Yes,25,Two year,36.67,920.69,1,25-48 months
C06108,Male,0,Yes,No,67,Two year,73.58,4931.57,0,49-72 months
C06109,Male,1,Yes,Yes,45,Month-to-month,29.82,1339.74,0,25-48 months
C06110,Female,1,Yes,No,27,One year,83.73,2265.15,0,25-48 months
C06111,Male,0,No,Yes,25,One year,54.31,1355.13,0,25-48 months
C06112,Male,0,No,No,35,One year,54.2,1893.45,0,25-48 months
C06113,Female,1,Yes,No,38,Two year,96.23,3648.69,0,25-48 months
C06114,Male,0,Yes,No,33,One year,101.64,3361.17,0,25-48 months
C06115,Male,0,Yes,Yes,13,One year,86.77,1130.81,0,13-24 months
C06116,Male,0,No,No,14,Month-to-month,70.1,990.69,1,13-24 months
C06117,Female,0,No,Yes,19,Month-to-month,111.71,2118.65,0,13-24 months
C06118,Female,0,No,No,44,Month-to-month,83.17,3668.16,0,25-48 months
C06119,Female,0,No,No,22,One year,71.93,1576.92,0,13-24 months
C06120,Male,0,Yes,Yes,51,One year,20.83,1061.41,0,49-72 months
C06121,Male,0,Yes,No,56,One year,80.73,4520.03,0,49-72 months
C06122,Male,0,No,Yes,70,Two year,62.1,4337.98,1,49-72 months
C06123,Female,0,Yes,No,67,Month-to-month,41.37,2764.71,1,49-72 months
C06124,Female,0,No,Yes,44,Two year,68.13,2993.76,0,25-48 months
C06125,Female,0,Yes,Yes,47,Month-to-month,108.07,5069.77,0,25-48 months
C06126,Female,0,Yes,No,63,Two year,58.52,3690.15,0,49-72 months
C06127,Female,0,Yes,No,7,Month-to-month,24.68,165.87,0,0-12 months
C06128,Male,0,Yes,Yes,40,Month-to-month,112.02,4474.94,0,25-48 months
C06129,Female,0,Yes,No,7,Month-to-month,100.75,695.81,0,0-12 months
C06130,Female,0,Yes,Yes,15,Month-to-month,92.4,1391.27,0,13-24 months
C06131,Female,1,Yes,No,42,One year,91.22,3825.03,0,25-48 months
C06132,Male,0,Yes,Yes,8,Month-to-month,22.31,174.48,0,0-12 months
C06133,Male,1,Yes,No,15,One year,47.09,714.27,0,13-24 months
C06134,Female,1,No,Yes,44,Two year,104.31,4597.02,0,25-48 months
C06135,Female,0,No,No,16,Month-to-month,116.9,1871.83,0,13-24 months
C06136,Female,0,Yes,Yes,70,Month-to-month,107.08,7490.25,0,49-72 months
C06137,Female,0,No,Yes,18,Month-to-month,52.54,954.14,0,13-24 months
C06138,Female,0,No,Yes,1,Month-to-month,76.22,75.96,1,0-12 months
C06139,Male,0,Yes,No,21,Month-to-month,62.08,1306.66,0,13-24 months
C06140,Male,1,No,No,42,Two year,107.5,4514.21,1,25-48 months
C06141,Female,0,Yes,No,28,Month-to-month,74.64,2097.07,1,25-48 months
C06142,Male,0,No,No,13,Month-to-month,30.15,383.21,0,13-24 months
C06143,Male,1,No,No,23,Two year,84.09,1936.39,0,13-24 months
C06144,Male,0,Yes,Yes,32,One year,68.92,2200.26,0,25-48 months
C06145,Male,0,No,No,51,Month-to-month,117.82,6017.87,0,49-72 months
C06146,Female,0,No,No,28,Month-to-month,45.95,1278.25,1,25-48 months
C06147,Male,0,No,Yes,28,One year,39.02,1087.59,0,25-48 months
C06148,Male,0,Yes,No,45,One year,63.31,2842.87,0,25-48 months
C06149,Male,0,Yes,No,66,Month-to-month,48.53,3201.81,1,49-72 months
C06150,Female,0,Yes,No,17,Two year,59.11,999.04,0,13-24 months
C06151,Female,0,No,No,19,Month-to-month,95.76,1829.03,0,13-24 months
C06152,Female,0,No,Yes,1,Two year,71,80.04,0,0-12 months
C06153,Male,1,No,No,27,Month-to-month,27.06,732.87,0,25-48 months
C06154,Female,0,No,No,65,Month-to-month,74.45,4845.6,0,49-72 months
C06155,Female,0,No,Yes,12,Month-to-month,44.63,540.89,1,0-12 months
C06156,Female,0,Yes,Yes,14,Month-to-month,111.57,1559.02,0,13-24 months
C06157,Male,0,No,No,6,Month-to-month,23.61,151.48,1,0-12 months
C06158,Male,0,No,Yes,21,Two year,102.55,2156.57,0,13-24 months
C06159,Male,0,Yes,No,59,Month-to-month,50.16,2962.59,0,49-72 months
C06160,Male,0,Yes,Yes,72,Two year,38.14,2741.78,0,49-72 months
C06161,Male,0,Yes,No,40,Two year,90.52,3626.64,0,25-48 months
C06162,Male,0,Yes,Yes,9,Month-to-month,79.67,725.23,0,0-12 months
C06163,Male,0,No,No,58,Month-to-month,59.83,3475.28,0,49-72 months
C06164,Female,0,No,Yes,49,Month-to-month,113.16,5536.25,0,49-72 months
C06165,Female,0,Yes,Yes,11,Month-to-month,39.85,439.59,0,0-12 months
C06166,Male,0,Yes,No,57,Month-to-month,96.06,5468.67,1,49-72 months
C06167,Female,0,No,No,57,Month-to-month,22.63,1289.3,1,49-72 months
C06168,Male,0,No,Yes,43,Two year,66.39,2858.96,1,25-48 months
C06169,Male,0,Yes,No,60,Month-to-month,93.08,5578.31,0,49-72 months
C06170,Female,1,Yes,No,21,One year,72.61,1522.56,0,13-24 months
C06171,Male,0,No,Yes,35,Month-to-month,77,2700.24,1,25-48 months
C06172,Male,0,Yes,No,13,One year,80.74,1051.11,0,13-24 months
C06173,Male,0,Yes,Yes,28,Month-to-month,35.81,1010.88,0,25-48 months
C06174,Male,0,Yes,Yes,38,Month-to-month,73.02,2775.6,0,25-48 months
C06175,Female,1,Yes,Yes,45,Two year,36.58,1647.09,0,25-48 months
C06176,Female,0,Yes,No,16,Two year,83.16,1340.45,0,13-24 months
C06177,Male,0,No,No,21,Two year,32.04,675.7,0,13-24 months
