CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,MonthlyCharges,TotalCharges,Churn
C04111,Male,0,No,Yes,8,Month-to-month,82.61,659.72,No
C04112,Male,0,Yes,No,16,Two year,115.9,1854.51,No
C04113,Female,1,Yes,No,11,Month-to-month,88.96,972.57,Yes
C04114,Male,0,No,No,11,One year,51.75,578.76,No
C04115,Female,1,No,No,71,Month-to-month,61.03,4341.15,No
C04116,Female,0,No,No,12,Month-to-month,82.77,1001.5,No
C04117,Female,0,Yes,No,44,Month-to-month,108.06,4755.89,Yes
C04118,Female,0,Yes,No,43,Month-to-month,40.06,1728.87,Yes
C04119,Female,0,Yes,No,25,Two year,67.16,1669.33,No
C04120,Male,0,Yes,Yes,61,Month-to-month,62.63,3821.85,No
C04121,Female,0,No,No,34,Two year,59.61,2026.11,No
C04122,Male,0,No,No,67,Two year,99.94,6700.87,No
C04123,Male,0,Yes,No,47,One year,30.69,1449.43,No
C04124,Male,0,No,Yes,39,Two year,88.43,3454.67,No
C04125,Male,0,No,No,45,Month-to-month,84.78,3807.16,No
C04126,Male,0,No,No,18,Month-to-month,63.74,1148.04,No
C04127,Female,0,Yes,Yes,21,Month-to-month,52.06,1085.32,Yes
C04128,Male,0,Yes,No,63,Two year,36.51,2297.7,No
C04129,Male,1,Yes,No,26,Month-to-month,56.58,1469.62,No
C04130,Female,1,No,Yes,68,Two year,68.69,4668.4,No
C04131,Male,0,No,No,57,Month-to-month,98.37,5609.04,Yes
C04132,Female,0,No,Yes,35,Month-to-month,51.34,1794.14,No
C04133,Male,0,No,No,25,Month-to-month,26.37,650.04,No
C04134,Male,0,Yes,Yes,8,One year,35.76,294.52,No
C04135,Male,0,Yes,Yes,71,Month-to-month,115.73,8221.48,Yes
C04136,Male,1,No,No,28,Month-to-month,49.05,1369.47,No
C04137,Male,0,No,Yes,61,Month-to-month,31.44,1923.2,Yes
C04138,Female,1,No,No,12,Month-to-month,31.7,379.83,No
C04139,Female,1,Yes,No,54,Two year,96.95,5237.35,No
C04140,Female,0,No,Yes,47,One year,85.95,4037.55,No
C04141,Male,0,No,No,34,Month-to-month,116.64,3960.61,No
C04142,Female,0,Yes,No,31,One year,73.45,2274.58,Yes
C04143,Male,0,No,Yes,14,One year,26.31,367.06,Yes
C04144,Female,0,No,No,53,One year,81.13,4290.3,No
C04145,Male,1,No,No,52,Month-to-month,33.47,1732.42,No
C04146,Female,0,Yes,Yes,41,Two year,83.57,3421.87,No
C04147,Female,0,Yes,No,38,Month-to-month,64.42,2444.82,No
C04148,Female,0,No,No,17,Month-to-month,93.16,1575.21,No
C04149,Female,0,Yes,Yes,46,Month-to-month,90.08,4145.62,No
C04150,Female,0,Yes,No,15,Month-to-month,54.03,802.16,No
C04151,Female,0,Yes,Yes,21,Month-to-month,66.86,1398.81,No
C04152,Female,0,No,Yes,10,One year,109.85,1096.97,No
C04153,Female,1,Yes,No,66,One year,119.44,7891.27,No
C04154,Female,1,No,No,12,One year,64.61,768.66,No
C04155,Female,1,Yes,Yes,28,Month-to-month,86.54,2416.12,No
C04156,Male,0,No,No,6,One year,25.38,146.68,No
C04157,Female,0,No,Yes,58,Month-to-month,57.7,3339.96,No
C04158,Female,0,Yes,No,70,Month-to-month,54.35,3803.97,Yes
C04159,Male,0,No,Yes,57,One year,33.1,1878.5,No
C04160,Female,1,No,Yes,64,Two year,39.68,2541.22,No
C04161,Female,0,No,Yes,19,Month-to-month,110.48,2104.47,Yes
C04162,Male,0,Yes,Yes,19,Month-to-month,87.45,1669.37,No
C04163,Male,0,Yes,No,56,Month-to-month,37.89,2113.61,Yes
C04164,Female,0,Yes,No,13,Month-to-month,86.71,1121.21,Yes
C04165,Female,0,Yes,No,68,One year,24.66,1682.55,No
C04166,Female,0,No,No,44,Two year,56.3,2485.36,Yes
C04167,Female,0,Yes,Yes,38,Month-to-month,35.48,1344.57,Yes
C04168,Female,0,No,Yes,57,Month-to-month,25.0,1427.13,Yes
C04169,Female,0,Yes,No,1,Month-to-month,60.88,64.61,Yes
C04170,Male,0,No,Yes,5,Two year,57.44,287.75,No
C04171,Female,0,Yes,No,21,Month-to-month,78.34,1645.13,No
C04172,Male,0,Yes,No,49,Two year,50.21,2458.9,No
C04173,Female,0,No,Yes,13,Two year,52.52,673.9,Yes
C04174,Male,1,No,Yes,72,Month-to-month,90.23,6503.86,Yes
C04175,Female,0,Yes,Yes,42,One year,76.2,3202.15,No
C04176,Female,0,No,Yes,38,Month-to-month,70.08,2656.46,No
C04177,Female,0,No,Yes,23,Two year,43.6,1008.27,No
C04178,Male,0,Yes,Yes,49,One year,92.12,4510.87,No
C04179,Female,0,No,Yes,38,Month-to-month,78.14,2975.5,No
C04180,Female,0,Yes,Yes,45,Month-to-month,60.41,2722.08,No
C04181,Female,0,No,Yes,21,Month-to-month,60.62,1268.56,No
C04182,Female,1,Yes,No,27,One year,88.08,2379.75,No
C04183,Female,0,No,Yes,37,One year,99.36,3680.05,No
C04184,Female,0,No,Yes,58,One year,44.25,2565.29,Yes
C04185,Female,0,Yes,No,47,Month-to-month,118.27,5553.09,Yes
C04186,Female,0,No,Yes,20,Month-to-month,45.42,905.29,Yes
C04187,Female,0,Yes,Yes,31,One year,52.04,1610.58,No
C04188,Male,0,Yes,No,21,One year,67.2,1406.96,Yes
C04189,Male,0,No,No,14,Month-to-month,30.69,439.63,Yes
C04190,Female,1,Yes,No,64,Two year,21.54,1372.85,No
C04191,Female,0,No,No,29,Two year,51.53,1499.0,No
C04192,Female,0,No,Yes,35,Month-to-month,71.66,2514.34,No
C04193,Female,0,Yes,Yes,36,One year,29.29,1047.81,No
C04194,Male,0,Yes,No,1,Two year,45.09,42.0,No
C04195,Male,0,No,No,20,Month-to-month,112.93,2249.47,Yes
C04196,Male,1,No,Yes,24,One year,102.44,2467.77,No
C04197,Female,1,No,Yes,30,Month-to-month,53.54,1613.16,Yes
C04198,Male,0,No,Yes,50,Two year,54.32,2712.71,No
C04199,Male,0,No,Yes,17,Month-to-month,47.46,802.26,Yes
C04200,Female,0,No,No,22,Month-to-month,85.92,1892.68,Yes
C04201,Female,0,No,Yes,18,Month-to-month,22.72,412.76,Yes
C04202,Male,0,No,No,53,One year,45.34,2395.63,No
C04203,Female,0,No,No,33,Month-to-month,82.72,2720.82,No
C04204,Male,1,No,No,23,Month-to-month,44.94,1028.37,No
C04205,Female,0,No,No,57,One year,90.7,5162.31,No
C04206,Male,0,Yes,Yes,57,Two year,111.67,6364.35,No
C04207,Female,0,Yes,No,69,Month-to-month,94.75,6538.12,No
C04208,Male,0,Yes,No,53,Two year,97.62,5176.0,No
C04209,Male,0,Yes,Yes,13,One year,80.16,1050.41,No
C04210,Male,0,Yes,Yes,9,Month-to-month,72.65,650.4,Yes
C04211,Male,0,No,No,38,Month-to-month,57.43,2179.18,No
C04212,Female,1,Yes,Yes,57,Month-to-month,119.95,6828.34,Yes
C04213,Male,0,No,No,43,Two year,83.28,3579.31,No
C04214,Female,1,No,No,26,Month-to-month,37.72,977.06,Yes
C04215,Male,0,No,Yes,56,Month-to-month,61.96,3476.61,No
C04216,Male,0,Yes,Yes,63,Month-to-month,71.67,4522.83,Yes
C04217,Female,1,Yes,No,63,Month-to-month,112.51,7093.04,Yes
C04218,Male,0,Yes,Yes,59,Two year,63.53,3743.93,No
C04219,Male,0,Yes,No,67,Two year,60.66,4056.69,No
C04220,Female,0,No,Yes,24,Month-to-month,103.15,2477.15,No
C04221,Female,0,Yes,Yes,7,Month-to-month,76.3,542.78,No
C04222,Female,0,Yes,No,55,Month-to-month,105.57,5799.23,No
C04223,Female,0,No,Yes,29,Two year,25.43,745.22,No
C04224,Female,0,Yes,Yes,52,Month-to-month,25.83,1346.4,No
C04225,Female,0,No,No,41,Month-to-month,83.58,3423.96,No
C04226,Female,0,Yes,No,6,Two year,103.89,632.42,No
C04227,Female,0,No,No,32,Month-to-month,114.75,3664.05,No
C04228,Female,1,No,No,18,One year,75.79,1358.43,No
C04229,Male,0,Yes,No,37,Month-to-month,24.47,905.5,No
C04230,Female,1,No,Yes,41,Month-to-month,40.62,1669.91,No
C04231,Female,0,No,Yes,68,Month-to-month,107.06,7284.97,No
C04232,Male,0,Yes,Yes,40,Month-to-month,106.79,4266.19,Yes
C04233,Male,0,Yes,No,6,Month-to-month,49.48,298.9,No
C04234,Male,0,Yes,Yes,27,Month-to-month,58.07,1571.65,No
C04235,Female,0,No,No,26,Two year,57.34,1484.83,No
C04236,Female,0,Yes,No,56,One year,67.67,3790.25,No
C04237,Male,0,Yes,Yes,34,Two year,101.49,3445.84,No
C04238,Male,0,Yes,No,28,Month-to-month,47.48,1331.9,Yes
C04239,Male,1,No,No,68,Month-to-month,70.49,4788.99,No
C04240,Male,0,Yes,No,54,One year,87.17,4710.76,No
C04241,Male,0,No,No,11,One year,33.57,377.37,No
C04242,Female,0,Yes,Yes,53,Month-to-month,53.16,2818.41,Yes
C04243,Female,0,No,Yes,63,Two year,75.81,4771.58,No
C04244,Female,0,Yes,Yes,46,One year,56.84,2613.98,No
C04245,Male,0,No,Yes,9,Month-to-month,83.58,754.84,No
C04246,Female,0,No,Yes,67,Month-to-month,113.01,7569.1,No
C04247,Male,0,Yes,Yes,19,Month-to-month,40.67,770.68,No
C04248,Female,1,No,Yes,8,Month-to-month,86.97,702.48,Yes
C04249,Male,0,Yes,No,29,Month-to-month,95.56,2775.85,No
C04250,Male,0,Yes,Yes,11,One year,35.38,397.45,Yes
C04251,Male,0,Yes,No,27,Month-to-month,34.08,910.68,Yes
C04252,Male,1,No,Yes,13,Two year,64.5,837.57,No
C04253,Female,1,Yes,Yes,33,One year,78.38,2591.55,No
C04254,Male,1,No,No,27,Month-to-month,68.32,1838.24,Yes
C04255,Female,1,No,No,29,Two year,24.72,710.17,No
C04256,Male,1,Yes,Yes,10,Month-to-month,72.92,733.45,No
C04257,Male,0,Yes,No,62,Month-to-month,117.37,7279.92,No
C04258,Female,0,Yes,Yes,31,Month-to-month,112.73,3496.16,Yes
C04259,Male,0,No,Yes,19,Month-to-month,58.72,1125.22,No
C04260,Male,0,No,No,16,Month-to-month,53.15,850.26,No
C04261,Male,0,Yes,No,44,Month-to-month,80.12,3515.61,No
C04262,Male,0,No,No,66,One year,77.66,5133.03,No
C04263,Female,0,No,No,42,Two year,90.64,3807.41,No
C04264,Female,0,Yes,No,6,Two year,88.9,531.85,No
C04265,Male,0,Yes,No,11,Month-to-month,41.5,461.56,Yes
C04266,Male,0,No,No,61,Month-to-month,119.19,7276.7,Yes
C04267,Male,1,Yes,No,52,Month-to-month,47.02,2444.92,Yes
C04268,Female,0,Yes,No,42,Month-to-month,26.77,1131.22,No
C04269,Female,1,Yes,Yes,47,Month-to-month,29.87,1413.38,No
C04270,Female,0,No,No,55,One year,83.54,4596.46,No
C04271,Female,0,No,No,25,Month-to-month,24.07,594.96,Yes
C04272,Male,0,Yes,No,42,Month-to-month,82.78,3479.08,Yes
C04273,Female,0,Yes,Yes,1,Month-to-month,67.79,58.3,Yes
C04274,Female,0,Yes,No,18,Month-to-month,69.48,1248.21,Yes
C04275,Male,0,No,No,26,One year,32.39,835.03,Yes
C04276,Female,0,Yes,Yes,34,One year,70.23,2389.73,No
C04277,Male,0,No,Yes,5,Month-to-month,119.56,589.94,No
C04278,Male,0,No,No,11,Month-to-month,51.19,556.84,Yes
C04279,Female,0,No,No,45,Month-to-month,36.37,1637.84,No
C04280,Male,0,No,Yes,63,Month-to-month,43.43,2732.84,No
C04281,Female,0,Yes,No,16,Month-to-month,97.04,1543.2,Yes
C04282,Male,0,No,Yes,4,Month-to-month,102.35,412.62,Yes
C04283,Female,0,No,Yes,51,Month-to-month,30.07,1541.2,Yes
C04284,Male,0,Yes,No,52,Two year,112.82,5862.06,No
C04285,Female,0,Yes,No,35,Month-to-month,68.42,2386.96,Yes
C04286,Male,0,No,Yes,26,Month-to-month,96.44,2504.69,No
C04287,Female,0,No,No,67,Month-to-month,85.92,5764.18,Yes
C04288,Male,0,No,No,13,Month-to-month,79.04,1032.71,Yes
C04289,Male,1,No,No,37,Month-to-month,81.21,3008.07,Yes
C04290,Male,0,Yes,No,62,Two year,106.68,6610.05,No
C04291,Female,0,No,Yes,12,One year,70.33,847.3,No
C04292,Male,0,Yes,No,22,Month-to-month,109.08,2389.94,Yes
C04293,Female,0,Yes,Yes,34,Month-to-month,63.83,2166.1,No
C04294,Female,0,Yes,No,47,Month-to-month,31.24,1473.71,No
C04295,Male,0,Yes,Yes,30,Two year,92.22,2763.63,No
C04296,Male,1,No,Yes,56,Month-to-month,40.77,2274.22,No
C04297,Male,1,Yes,Yes,18,Month-to-month,95.76,1721.49,No
C04298,Female,1,No,No,66,Month-to-month,89.82,5918.54,Yes
C04299,Female,0,No,No,18,Month-to-month,112.75,2024.88,No
C04300,Male,0,Yes,Yes,69,One year,45.94,3177.3,No
C04301,Male,0,No,No,17,Month-to-month,63.54,1090.1,No
C04302,Male,0,Yes,No,20,One year,30.43,615.88,No
C04303,Male,0,No,Yes,66,Month-to-month,113.17,7476.22,Yes
C04304,Male,0,Yes,No,16,Month-to-month,82.43,1325.22,Yes
C04305,Male,0,Yes,Yes,4,One year,53.38,211.28,Yes
C04306,Female,0,No,Yes,13,One year,66.36,862.84,No
C04307,Female,1,Yes,No,43,Two year,91.69,3952.52,No
C04308,Female,0,Yes,No,9,One year,27.6,251.56,No
C04309,Male,0,No,Yes,24,One year,109.59,2624.91,No
C04310,Male,0,No,No,6,Month-to-month,44.96,277.17,No
C04311,Female,0,No,No,4,Two year,32.73,128.67,No
C04312,Female,0,No,Yes,48,One year,81.41,3906.13,No
C04313,Female,0,No,Yes,9,One year,81.47,742.33,No
C04314,Male,0,No,No,52,Two year,20.17,1048.36,No
C04315,Female,0,Yes,Yes,51,Month-to-month,57.25,2927.1,Yes
C04316,Male,0,No,Yes,46,One year,41.08,1897.11,No
C04317,Female,0,Yes,No,54,Month-to-month,41.28,2223.59,No
C04318,Male,0,No,No,25,Month-to-month,85.08,2134.99,No
C04319,Male,1,No,No,60,Month-to-month,93.86,5638.32,No
C04320,Male,0,No,No,62,Two year,76.11,4720.17,No
C04321,Male,0,Yes,Yes,17,Month-to-month,87.54,1490.16,Yes
C04322,Male,0,Yes,Yes,53,Month-to-month,101.58,5387.91,Yes
C04323,Female,0,Yes,No,2,Two year,96.55,199.93,Yes
C04324,Male,0,Yes,No,48,One year,119.13,5716.98,Yes
C04325,Male,0,No,No,64,Two year,71.37,4558.08,No
C04326,Male,0,No,Yes,69,One year,111.27,7681.39,No
C04327,Female,0,Yes,Yes,44,Month-to-month,35.73,1568.72,No
C04328,Female,0,No,Yes,51,One year,87.66,4468.16,No
C04329,Female,0,Yes,No,46,Month-to-month,37.52,1716.68,No
C04330,Male,0,Yes,No,20,Month-to-month,94.23,1893.53,Yes
C04331,Male,0,Yes,Yes,49,Month-to-month,92.94,4558.92,No
C04332,Female,0,Yes,No,67,One year,32.99,2200.72,No
C04333,Female,0,No,Yes,44,Month-to-month,37.63,1663.22,Yes
C04334,Male,1,Yes,No,63,Month-to-month,69.73,4384.33,Yes
C04335,Female,0,No,Yes,33,Month-to-month,116.94,3859.95,Yes
C04336,Male,1,Yes,No,55,Month-to-month,40.77,2233.74,No
C04337,Female,0,Yes,No,27,One year,53.12,1440.32,No
C04338,Male,0,Yes,Yes,53,Month-to-month,70.24,3723.39,No
C04339,Female,0,Yes,Yes,6,Month-to-month,47.53,294.81,No
C04340,Female,0,Yes,No,4,One year,42.58,162.19,No
C04341,Male,0,No,Yes,18,Month-to-month,111.33,1999.59,Yes
C04342,Male,0,No,Yes,42,Month-to-month,40.45,1705.76,Yes
C04343,Female,0,No,Yes,52,One year,94.07,4892.88,No
C04344,Female,0,No,No,11,Month-to-month,65.08,715.09,No
C04345,Male,0,No,Yes,42,Month-to-month,39.12,1645.0,No
C04346,Female,1,Yes,No,16,One year,105.84,1688.94,Yes
C04347,Female,0,Yes,No,55,Month-to-month,40.72,2237.56,No
C04348,Male,0,Yes,Yes,53,Month-to-month,95.86,5076.76,No
C04349,Male,0,No,Yes,32,Month-to-month,33.3,1072.05,No
C04350,Male,0,No,Yes,48,Two year,62.56,3005.13,Yes
C04351,Female,0,No,Yes,9,Month-to-month,91.21,827.11,Yes
C04352,Male,0,Yes,Yes,53,One year,50.19,2659.97,No
C04353,Female,0,No,No,24,Month-to-month,76.33,1827.2,Yes
C04354,Male,0,No,Yes,63,Month-to-month,70.8,4466.59,Yes
C04355,Male,0,No,No,1,Month-to-month,21.74,18.18,Yes
C04356,Female,0,Yes,Yes,6,One year,45.41,271.89,No
C04357,Female,1,No,Yes,10,One year,21.49,213.81,No
C04358,Female,0,No,Yes,20,Month-to-month,23.13,455.34,Yes
C04359,Female,0,No,No,62,Month-to-month,58.95,3659.85,No
C04360,Male,0,Yes,Yes,35,Month-to-month,60.47,2112.7,Yes
C04361,Female,0,Yes,Yes,54,Month-to-month,111.57,6021.73,Yes
C04362,Female,0,Yes,No,44,One year,112.38,4935.04,Yes
C04363,Male,0,Yes,No,17,One year,43.88,747.72,No
C04364,Male,0,Yes,Yes,63,Month-to-month,72.6,4565.53,No
C04365,Female,0,No,No,45,Two year,42.48,1920.56,Yes
C04366,Male,1,Yes,No,65,Month-to-month,50.27,3276.57,No
C04367,Male,1,No,Yes,72,Month-to-month,59.63,4299.23,No
C04368,Female,0,Yes,Yes,23,One year,75.21,1735.3,Yes
C04369,Female,0,Yes,Yes,33,One year,49.89,1644.36,No
C04370,Female,0,No,Yes,56,Month-to-month,37.41,2096.51,Yes
C04371,Female,0,No,No,64,Month-to-month,49.66,3168.97,No
C04372,Female,0,No,Yes,13,Month-to-month,102.04,1322.55,No
C04373,Male,0,No,No,28,Two year,80.95,2259.85,No
C04374,Male,0,No,Yes,57,Two year,35.38,2013.82,No
C04375,Male,0,No,No,65,One year,37.73,2450.72,No
C04376,Female,0,Yes,Yes,53,Two year,40.14,2122.61,Yes
C04377,Female,0,No,Yes,39,Month-to-month,85.69,3350.62,No
C04378,Male,0,Yes,Yes,33,Month-to-month,70.81,2330.46,No
C04379,Female,0,No,Yes,11,Month-to-month,106.84,1169.35,No
C04380,Female,0,No,Yes,1,Month-to-month,39.59,37.56,No
C04381,Female,1,No,Yes,15,Two year,39.47,588.71,No
C04382,Female,0,Yes,Yes,27,Month-to-month,47.23,1268.25,Yes
C04383,Male,0,Yes,No,65,Month-to-month,64.08,4156.3,No
C04384,Female,0,Yes,Yes,31,Two year,76.25,2362.02,No
C04385,Female,0,No,No,39,One year,66.12,2577.88,No
C04386,Female,0,Yes,No,31,Month-to-month,98.96,3065.01,No
C04387,Male,0,Yes,Yes,51,One year,51.96,2654.78,No
C04388,Male,0,No,No,42,Month-to-month,79.14,3329.03,No
C04389,Male,0,Yes,No,33,One year,46.06,1514.33,No
C04390,Male,0,No,No,2,Two year,69.5,132.3,No
C04391,Female,0,Yes,No,19,One year,79.62,1522.75,Yes
C04392,Female,0,No,Yes,63,Month-to-month,77.57,4891.03,No
C04393,Male,0,No,Yes,41,Month-to-month,25.42,1034.06,Yes
C04394,Male,0,Yes,No,47,Month-to-month,61.12,2877.6,No
C04395,Female,0,Yes,No,71,Two year,70.8,5034.39,No
C04396,Male,0,No,No,32,Month-to-month,113.24,3616.19,No
C04397,Male,1,Yes,No,19,Month-to-month,73.46,1395.02,Yes
C04398,Female,0,No,No,70,Month-to-month,82.05,5748.18,Yes
C04399,Female,1,No,Yes,32,Month-to-month,22.43,709.4,No
C04400,Male,0,Yes,No,56,One year,101.73,5691.07,No
C04401,Male,0,No,Yes,10,Month-to-month,116.05,1151.4,No
C04402,Female,0,No,No,8,Two year,72.76,578.09,No
C04403,Male,0,Yes,Yes,22,Two year,56.42,1231.94,No
C04404,Male,0,No,Yes,67,One year,38.22,2562.91,No
C04405,Female,0,No,No,65,One year,82.91,5386.87,No
C04406,Female,0,Yes,Yes,61,Month-to-month,82.8,5060.36,No
C04407,Male,0,No,Yes,3,Two year,69.35,199.21,No
C04408,Male,0,No,No,58,One year,100.72,5847.09,No
C04409,Female,0,No,Yes,38,Month-to-month,84.58,3205.27,No
C04410,Male,1,Yes,Yes,58,Month-to-month,29.13,1698.14,No
C04411,Female,0,Yes,Yes,27,One year,35.76,959.78,Yes
C04412,Female,0,Yes,No,20,Two year,114.78,2292.46,No
C04413,Male,0,No,Yes,67,Month-to-month,95.36,6398.55,Yes
C04414,Female,1,Yes,No,7,Month-to-month,40.17,284.41,No
C04415,Male,0,Yes,Yes,33,Month-to-month,25.53,834.94,No
C04416,Male,1,Yes,No,60,Month-to-month,45.73,2750.1,Yes
C04417,Male,0,No,Yes,70,Month-to-month,86.15,6020.83,Yes
C04418,Female,0,Yes,Yes,65,Month-to-month,66.85,4340.82,Yes
C04419,Female,0,No,No,12,One year,59.62,714.56,Yes
C04420,Male,0,No,No,47,Month-to-month,103.15,4839.8,No
C04421,Female,1,No,Yes,51,Month-to-month,83.83,4266.41,Yes
C04422,Male,0,Yes,Yes,67,Two year,107.03,7172.28,No
C04423,Male,0,Yes,Yes,14,One year,82.14,1140.43,No
C04424,Female,0,Yes,No,30,One year,57.52,1728.75,No
C04425,Male,0,Yes,No,48,Month-to-month,26.59,1274.49,No
C04426,Male,0,Yes,Yes,14,One year,45.36,640.46,No
C04427,Male,0,No,Yes,8,Month-to-month,84.08,681.17,No
C04428,Female,1,No,No,33,Month-to-month,100.26,3308.73,Yes
C04429,Female,0,Yes,No,8,Month-to-month,96.45,773.73,Yes
C04430,Male,0,Yes,Yes,65,One year,74.9,4866.47,No
C04431,Female,0,Yes,Yes,25,Two year,105.78,2639.12,No
C04432,Female,0,Yes,Yes,64,Two year,104.81,6715.84,No
C04433,Male,1,Yes,Yes,54,Month-to-month,86.32,4665.92,Yes
C04434,Female,0,Yes,Yes,52,Month-to-month,52.79,2751.4,No
C04435,Male,1,No,Yes,23,Two year,76.62,1770.71,No
C04436,Male,0,Yes,Yes,22,Month-to-month,51.59,1137.81,No
C04437,Male,0,No,No,34,Month-to-month,115.52,3929.06,No
C04438,Male,1,No,No,47,Two year,90.61,4254.64,No
C04439,Female,0,No,Yes,22,Two year,21.67,478.48,No
C04440,Male,0,No,No,22,Month-to-month,55.14,1211.1,Yes
C04441,Male,0,Yes,No,9,Month-to-month,80.96,722.76,Yes
C04442,Male,0,Yes,No,14,Two year,99.36,1392.78,No
C04443,Male,0,Yes,No,29,Two year,79.72,2313.42,No
C04444,Female,0,Yes,No,64,Two year,39.25,2507.12,Yes
C04445,Female,1,Yes,Yes,3,Two year,37.23,118.06,No
C04446,Female,0,No,No,48,Month-to-month,90.09,4319.23,No
C04447,Male,0,Yes,No,27,Month-to-month,53.15,1432.11,No
C04448,Male,0,Yes,Yes,65,Month-to-month,90.32,5875.5,Yes
C04449,Female,0,Yes,Yes,39,Month-to-month,104.5,4085.47,No
C04450,Female,0,Yes,Yes,31,One year,27.5,860.41,No
C04451,Female,1,Yes,Yes,61,Month-to-month,73.72,4491.2,No
C04452,Male,0,Yes,Yes,12,Month-to-month,28.88,343.73,No
C04453,Male,0,Yes,No,26,Month-to-month,66.5,1721.12,No
C04454,Female,0,Yes,No,19,Month-to-month,58.98,1128.47,No
C04455,Female,0,Yes,No,66,Month-to-month,89.85,5930.97,Yes
C04456,Male,1,No,Yes,36,One year,38.75,1387.11,No
C04457,Male,0,No,No,28,Month-to-month,97.29,2732.89,No
C04458,Male,0,No,No,20,Month-to-month,49.26,992.14,Yes
C04459,Male,0,No,No,1,Month-to-month,36.32,27.93,No
C04460,Female,0,No,No,42,Month-to-month,48.67,2041.22,No
C04461,Female,0,No,Yes,65,Month-to-month,103.47,6722.48,Yes
C04462,Female,0,Yes,No,61,Month-to-month,83.1,5060.04,No
C04463,Male,0,No,No,53,Month-to-month,80.62,4271.33,No
C04464,Female,0,Yes,No,9,Two year,102.28,916.22,Yes
C04465,Male,0,Yes,No,8,One year,78.06,634.21,No
C04466,Male,0,Yes,Yes,25,One year,104.38,2611.52,No
C04467,Male,0,Yes,Yes,12,Month-to-month,93.25,1119.57,No
C04468,Female,1,No,No,4,Month-to-month,28.77,118.66,No
C04469,Male,0,No,No,59,One year,46.26,2728.1,No
C04470,Male,0,Yes,Yes,6,Month-to-month,76.06,460.98,No
C04471,Female,0,No,No,63,Month-to-month,83.13,5245.81,Yes
C04472,Female,0,No,Yes,41,Month-to-month,28.05,1159.82,Yes
C04473,Female,0,No,Yes,11,Month-to-month,87.1,966.62,Yes
C04474,Male,0,No,No,51,One year,66.25,3370.75,No
C04475,Male,0,Yes,No,23,Month-to-month,24.03,562.25,Yes
C04476,Male,0,No,Yes,46,Two year,63.38,2909.68,No
C04477,Female,0,Yes,Yes,18,Month-to-month,88.26,1592.21,No
C04478,Male,0,Yes,No,33,Month-to-month,20.58,685.17,No
C04479,Female,1,No,Yes,34,One year,97.33,3313.04,No
C04480,Female,0,Yes,No,58,Month-to-month,53.33,3099.07,No
C04481,Female,0,Yes,No,40,Month-to-month,103.81,4159.73,Yes
C04482,Female,0,Yes,Yes,48,Two year,36.38,1738.17,No
C04483,Female,1,No,Yes,19,Month-to-month,72.16,1369.45,No
C04484,Female,0,Yes,Yes,66,One year,86.34,5707.53,Yes
C04485,Female,0,No,Yes,40,Two year,42.33,1683.51,No
C04486,Male,1,No,No,53,Two year,74.84,3957.57,No
C04487,Male,0,Yes,No,43,One year,114.32,4917.52,No
C04488,Female,0,Yes,Yes,9,Month-to-month,115.16,1032.09,No
C04489,Male,0,Yes,No,17,Two year,93.27,1576.56,No
C04490,Male,0,No,Yes,21,Month-to-month,23.07,485.4,No
C04491,Female,1,Yes,Yes,60,One year,118.99,7140.8,No
C04492,Male,0,Yes,No,39,Month-to-month,77.43,3019.62,No
C04493,Male,0,No,No,72,Month-to-month,62.75,4508.08,Yes
C04494,Female,1,Yes,Yes,24,Month-to-month,29.68,702.77,Yes
C04495,Male,0,No,No,57,Month-to-month,41.18,2345.78,Yes
C04496,Male,0,No,No,22,Month-to-month,105.13,2313.11,No
C04497,Female,0,Yes,Yes,8,Month-to-month,112.14,896.99,No
C04498,Male,0,Yes,Yes,48,Month-to-month,75.69,3641.48,No
C04499,Male,0,No,Yes,31,Month-to-month,57.42,1771.24,No
C04500,Female,1,No,Yes,37,Two year,93.61,3464.6,No
C04501,Female,0,Yes,No,61,One year,57.86,3537.96,No
C04502,Male,1,No,No,43,Month-to-month,30.65,1319.98,Yes
C04503,Female,0,Yes,Yes,9,Month-to-month,69.04,628.28,No
C04504,Male,0,Yes,Yes,46,Two year,35.98,1658.81,No
C04505,Female,0,Yes,No,25,Two year,90.75,2271.24,No
C04506,Female,0,No,Yes,65,Month-to-month,76.26,4950.21,Yes
C04507,Female,0,No,Yes,47,Month-to-month,31.93,1502.0,Yes
C04508,Female,1,No,Yes,67,Month-to-month,34.42,2303.18,No
C04509,Female,0,No,Yes,11,Month-to-month,35.3,381.15,Yes
C04510,Male,1,No,Yes,59,Month-to-month,107.48,6345.48,No
C04511,Male,1,No,Yes,49,Month-to-month,103.88,5085.29,No
C04512,Male,0,Yes,No,48,Month-to-month,69.07,3322.52,No
C04513,Male,0,Yes,No,51,Month-to-month,107.31,5467.36,No
C04514,Female,0,Yes,Yes,51,Two year,93.98,4797.99,No
C04515,Male,0,Yes,Yes,53,Month-to-month,33.64,1791.9,No
C04516,Female,0,Yes,No,62,Month-to-month,85.05,5265.09,Yes
C04517,Female,0,No,No,49,Two year,52.2,2548.1,No
C04518,Female,0,Yes,Yes,52,Month-to-month,74.57,3885.88,No
C04519,Male,0,No,No,65,Two year,106.73,6928.0,No
C04520,Male,0,Yes,Yes,11,Two year,46.94,508.67,No
